"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"25230","15","archive","12",,,"disk0/00/02/52/30","2024-04-29 07:03:43","2024-04-29 07:03:43","2024-04-29 07:03:43","thesis",,,"show",,,,"","","","","","","","","","",,,,"Adbillah","Moh. Fajar","","","19.11.3237","","Kusnawi","Kusnawi","","","Universitas AMIKOM Yogyakarta","{JALUR SCIENTIST} ANALISIS PERBANDINGAN ARSITEKTUR LONG SHORTTERM MEMORY UNTUK KLASIFIKASI TEKS","pub","000.000.000A","if","restricted",,,"Klasifikasi Teks, NLP, LSTM, FastText",,,"2023-12-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"25230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23301","24","archive","12",,,"disk0/00/02/33/01","2024-01-05 07:04:50","2024-01-05 07:04:50","2024-01-05 07:04:50","thesis",,,"show",,,,"","","","","","","","","","",,,,"Adhitia","Dymas","","","19.12.1093","","Nurcholis","Muhammad Tofa","","","Universitas AMIKOM Yogyakarta","PENGENALAN ALAT KESEHATAN DAN KESELAMATAN KERJA MENGGUNAKAN AUGMENTED REALITY  (STUDI  KASUS : PT. ADHI KARYA (PERSERO) TBK CABANG DURI)","pub","000.000.000A","if","restricted",,,"Augmented Reality, K3, Marker Based Tracking",,"Kecelakaan kerja merupakan suatu kejadian yang sering sekali terjadi
di tempat kerja. Kecelakaan kerja bisa menyebabkan pekerja mengalami lukaluka

bahkan meninggal dunia. Masalah kecelakaan kerja di Indonesia masi
tergolong tinggi. Kurangnya pemahaman seorang pekerja dalam mengenali
berbagai macam alat pelindung diri di tempat kerja, sangat berdampak buruk
terhadap keselamatan mereka saat bekerja, hal ini yang menyebabkan
seseorang mengalami kecelakaan kerja.  
Dari permasalahan tersebut dapat di atasi dengan memanfaatkan
teknologi Augmented Reality (AR) Dalam pembuatan aplikasi Pengenalan
Alat Keselamatan Dan Kesehatan Kerja (K3) menggunakan metode Marker
Based Tracking. Hasil dari penelitian ini berupa aplikasi Pengenalan Alat
Keselamatan Dan Kesehatan Kerja (K3) yang bertujuan memberikan
pengetahuan secara nyata dengan object 3D yang menampilkan macammacam
alat
kesehatan
dan
keselamatan
kerja
di beberapa
area
kerja.","2023-09-25","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22115","24","archive","12",,,"disk0/00/02/21/15","2023-10-27 07:02:28","2023-10-27 07:02:28","2023-10-27 07:02:28","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aditya","Wisnu","","","19.11.2722","","Subektiningsih","Subektiningsih","","","Universitas AMIKOM Yogyakarta","SCHEDULED CAT FEEDER BERBASIS WEMOS D1 MINI DAN TELEGRAM","pub","000.000.005","if","restricted",,,"Kucing, Cat feeder, IoT, Wemos D1 Mini, Telegram",,,"2023-08-04","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23551","22","archive","12",,,"disk0/00/02/35/51","2024-01-11 03:16:52","2024-01-11 03:16:52","2024-01-11 03:16:52","thesis",,,"show",,,,"","","","","","","","","","",,,,"Afandi","Mukhamad Yusuf","","","19.11.2803","","Laksito","Arif Dwi","","","Universitas AMIKOM Yogyakarta","ANALISIS SENTIMEN TWITTER MENGGUNAKAN METODE NAÏVE BAYES DAN SVM TERHADAP GUBERNUR JAWA TENGAH","pub","000.000.005","if","restricted",,,"Sentimen analisis, Klasifikasi, Naïve bayes dan Support Vector Machine, Tweet.",,"Analisis sentimen adalah salah satu bidang dari Natural Language
Processing(NLP). Suatu metode yang digunakan untuk mengidentifikasi dan
mengevaluasi isi dari dataset dengan opini atau pandangan. Sehingga banyak
digunakan untuk kepentingan sentimen dalam suatu objek. Pada penelitian ini yaitu
untuk mengetahui sentimen publik media sosial twitter dengan menggunakan kata
kunci di pencarian Ganjar Pranowo dikarenakan banyak dukungan dari masyarakat
sebagai calon presiden 2024. Selain mendapatkan dukungan Ganjar Pranowo juga
mendapatkan berbagai kritik dan saran bahkan ujaran kebencian.  
Metode yang digunakan pada analisis sentimen ini adalah perbandingan
algoritma Naïve Bayes dan Support Vector Machine (SVM). Tahapan penelitian ini
mengambil data dengan menggunakan metode crawling tweet dengan total 1229
data. Data tweet yang telah di crawling kemudian dilakukan preprocessing untuk di
bersihkan lalu dihapus data yang tidak diperlukan dan melakukan metode ekstraksi
fitur. Selanjutnya data akan diproses melalui Klasifikasi sentimen menggunakan
perbandingan pembelajaran mesin (machine learning) seperti Naïve Bayes dan
Support Vector Machine . 
Hasil dari penelitian menunjukan bahwa Support Vector Machine
mendapatkan kinerja yang lebih baik dengan nilai accuracy 94% sedangkan untuk
Naïve Bayes mendapatkan hasil accuracy 87%.","2023-07-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22014","25","archive","12",,,"disk0/00/02/20/14","2023-10-26 03:58:10","2024-02-06 07:14:48","2023-10-26 03:58:10","thesis",,,"show",,,,"","","","","","","","","","",,,,"Afif","Bagas Khoirul","","","18.11.2092","","Filza","Muhammad Fairul","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI TEKNIK LIVE SHOOT PADA PEMBUATAN VIDEO PROMOSI WISATA BUMI PERKEMAHAN ALASTUWO PROVINSI JAWA TIMUR","pub","696","if","restricted",,,"Live Shoot, Motion Graphic, Media Promosi",,"Media promosi merupakan hal penting yang dibutuhkan oleh suatu obyek 
wisata untuk meningkatkan minat atau daya tarik pengunjung untuk mengunjungi
obyek wisata tersebut. Dalam hal ini pembuatan media iklan dalam bentuk video
sangat dibutuhkan oleh Obyek Wisata Bumi Perkemahan Alastuwo, untuk
meningkatkan efisiensi daya tarik pengunjung dan tidak membuang waktu, biaya,
tenaga dan mempermudah wisatawan untuk dapat mengetahui keunggulan atau
keindahan obyek wisata tersebut. 
Adapun teknik yang dibutuhkan dalam pembuatan video ini adalah live 
shooting untuk memperjelas atau memperlihatkan spot menarik yang di suguhkan
oleh lokasi obyek wisata tersebut. Selain menggunakan teknik live shoot, disini
juga di tambahkan teknik motion graphic agar video iklan tersebut menjadi lebih
padu dan menarik serta mudah untuk di pahami oleh wisatawan. 
Penelitian ini bertujuan untuk membuat video iklan dengan teknik 
penggabungan antara live shooting dan motion graphic. Dengan konsep tersebut
maka dibuatlah penelitian yang berjudul “Implementasi Teknik Live Shoot Pada
Pembuatan Video Promosi Wisata Bumi Perkemahan Alastuwo”.","2023-01-23","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21207","24","archive","12",,,"disk0/00/02/12/07","2023-09-06 07:58:13","2023-09-06 07:58:13","2023-09-06 07:58:13","thesis",,,"show",,,,"","","","","","","","","","",,,,"Agastya","Denny Surya","","","18.11.1906","","Farida","Lilis Dwi","","","Universitas AMIKOM Yogyakarta","PERANCANGAN USER INTERFACE DAN USER EXPERIENCE WEBSITE SMPN 1 SAMBIT PONOROGO MENGGUNAKAN METODE USER CENTERED DESIGN (UCD)","pub","000.000.005","if","restricted",,,"Website, SMPN 1 Sambit Ponorogo, User interface, User Centered Design 
(UCD)",,,"2023-07-05","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21332","23","archive","12",,,"disk0/00/02/13/32","2023-09-08 02:07:31","2024-01-29 06:37:11","2023-09-08 02:07:31","thesis",,,"show",,,,"","","","","","","","","","",,,,"Agista","Leo","","","19.61.0170","","Utami","Ema","","","Universitas AMIKOM Yogyakarta","ANALISIS PERBANDINGAN PENGALAMAN PENGGUNA PADA APLIKASI VIDEO EDITING ADOBE PREMIERE PRO DAN FINAL CUT PRO MENGGUNAKAN METODE UX CURVE","pub","000.000.000A","if","restricted",,,"Pengalaman Pengguna, UX Curve, Aplikasi Video Editing, Adobe
Premiere Pro, Final Cut Pro",,"Kemajuan Teknologi yang semakin pesat membuat banyak perkembangan
dalam bidang industri kreatif salah satunya pada bidang video editing, Video
editing merupakan elemen penting dalam produksi konten Multimedia, dan untuk
mengedit sebuah video dibutuhkan aplikasi yang bisa mengolah audio dan video
yaitu Adobe Premiere Pro dan Final Cut Pro, kedua aplikasi tersebut merupakan
dua perangkat lunak yang populer dan sering digunakan oleh para profesional di
bidang ini, keduanya tentunya memiliki perbedaan kelebihan dan kekurangan
masing-masing baik itu dari segi fitur atau tampilan yang pastinya membuat
pengalaman pengguna yang berbeda pula. Maka dari itu tujuan penelitian ini
bertujuan untuk menganalisis perbandingan pengalaman pengguna Aplikasi video
editing Adobe Premiere Pro dan Final Cut Pro berdasarkan dari pengalaman
mereka dari awal penggunaan sampai dengan sekarang, agar dapat menjadi
referensi bagi pengguna dalam memilih aplikasi mana yang sesuai untuk
kebutuhan editing mereka. 
Metode yang digunakan pada penelitian ini adalah metode UX Curve, yang
mana terdapat 5 dimensi atau sudut pandang yaitu General UX, Attractiveness,
Ease of Use, Utility, dan Degree of Usage dengan model kurva untuk
menganalisis dan memvisualisasikan pengalaman pengguna. Penelitian ini
melibatkan responden  yang memiliki pengalaman penggunaan minimal selama 6
bulan. Data pengalaman pengguna dikumpulkan dengan menggunakan kuesioner
yang disebarkan secara online. 
Hasil dari penelitian ini menunjukkan bahwa jumlah kecenderungan kurva
improving yang diperoleh Final Cut Pro lebih banyak dibandingkan dengan kurva
improving  Adobe Premiere Pro, sedangkan untuk kurva deteriorating dan stable
Adobe Premiere Pro lebih mendominasi, hal tersebut menunjukkan bahwa para
responden merasa lebih puas terhadap Final Cut Pro dibandingkan dengan Adobe
Premire Pro. Hal tersebut didukung dengan jumlah persentase alasan positif yang
didapat Final Cut Pro yaitu sejumlah 86.8%, sedangkan persentase alasan positif
Adobe Premiere Pro sejumlah 69 % . kemudian juga didukung dengan Final Cut
Pro lebih banyak meninggalkan kesan dan pengalaman bagi pengguna, dibuktikan
dengan jumlah alasan pengguna yang diperoleh Final Cut Pro lebih banyak
dibandingkan Adobe Premiere Pro.","2023-06-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20628","23","archive","12",,,"disk0/00/02/06/28","2023-07-22 02:07:36","2023-07-22 02:07:36","2023-07-22 02:07:36","thesis",,,"show",,,,"","","","","","","","","","",,,,"Agun","Pasipikus Yosua","","","18.11.2536","","Abdulloh","Ferian Fauzi","","","Universitas AMIKOM Yogyakarta","RANCANG BANGUN E-LEARNING PENGGOLONGAN JENIS NAPZA MENGGUNAKAN METODE WATERFALL","pub","000.000.005","if","restricted",,,"Website, Perancangan, NAPZA, Waterfall, E-Learning",,,"2023-05-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22709","24","archive","12",,,"disk0/00/02/27/09","2023-11-06 06:52:22","2023-11-06 06:52:22","2023-11-06 06:52:22","thesis",,,"show",,,,"","","","","","","","","","",,,,"Agusta","Reswara","","","18.11.2029","","Pujastuti","Eli","","","Universitas AMIKOM Yogyakarta","EVALUASI USER INTERFACE DAN USER EXPERIENCE PADA WEBSITE TOKOEVENT MENGGUNAKAN SYSTEM USABILITY SCALE","pub","000.000.005","if","restricted",,,"Tokoevent, E-ticketing, System usability scale",,"Persaingan e-tiketing terlihat dari maraknya tawaran jasa penjualan dan
pembelian tiket melalui website. Tokoevent.id adalah salah satu yang menawarkan
jasa e-ticketing dan rekap data, berikut sedikit kekurangan dalam design,
dikhawatirkan dapat mempengaruhi pengunjung saat  mengakses website tersebut.
Menggunakan metode system usability scale (SUS) untuk mengevaluasi website
tokoevent dalam rangka meneliti lebih mendalam kebutuhan pengguna. 
Pengambilan data menggunakan kuesioner google form untuk mengukur nilai
dari 5 aspek penting yaitu learnability, efficiency, memorability, error, dan
satisfaction yang dirangkum dalam 10 instrumen pertanyaan pengukuran SUS.
Hasil tersebut kemudian dicocokkan pada skala SUS dengan pengukuran grafik
acceptability, grade scale, adjective rating dan SUS score percentile rank.
Dalam penelitian ini nilai usability yang dihasilkan dari perhitungan jawaban
responden adalah poor yang berarti perlu di perbaiki.","2023-08-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22424","23","archive","12",,,"disk0/00/02/24/24","2023-11-01 06:47:06","2023-11-01 06:47:06","2023-11-01 06:47:06","thesis",,,"show",,,,"","","","","","","","","","",,,,"Ahmad","Arialza Tera","","","19.11.3215","","Sasongko","Theopilus Bayu","","","Universitas AMIKOM Yogyakarta","ANALISIS SENTIMEN KOMENTAR YOUTUBE TENTANG
PERFORMA MANCHESTER UNITED DI PARUH AWAL LIGA INGGRIS MUSIM 2022-2023 MENGGUNAKAN METODE N-GRAM DAN SUPPORT VECTOR MACHINE HALAMAN JUDUL","pub","000.000.004","if","restricted",,,"Manchester united, Support vector machine, N-gram, Analisis sentimen, Komentar",,"Manchester United merupakan salah satu klub sepak bola yang sukses
dengan sejarah prestasi yang mengesankan di tingkat domestik maupun
internasional. Dalam era digital seperti sekarang, komentar tentang pertandingan
banyak diungkapkan oleh penggemar klub. Untuk mengatasi masalah tersebut,
teknologi yang digunakan adalah analisis sentimen, yang merupakan proses analisis
yang dilakukan pada pendapat, sentimen, penilaian, sikap, dan emosi orang
terhadap suatu entitas yang diungkap berupa teks, baik positif, negatif, atau netral.
Penelitian ini akan menganalisis opini penonton terhadap performa
Manchester United di liga Inggris pada paruh awal musim 2022-2023
menggunakan metode N-Gram sebagai pembobotan kata dan metode Support
Vector Machine sebagai metode klasifikasi data. Hasil dari kanal Youtube “Vidio”
menggunakan metode support vector machine (SVM) dengan teknik balancing
SMOTE menghasilkan rata-rata akurasi adalah 60%. Sedangkan, Hasil dari kanal
Youtube “Manchester United” menggunakan metode support vector machine
(SVM) dengan teknik balancing SMOTE menghasilkan rata-rata akurasi adalah
87%.
Kesimpulan penelitian ini diantarannya Akurasi Support Vector Machine
meningkat pada saat melakukan pengujian menggunakan teknik balancing SMOTE
analisis sentimen menggunakan klasifikasi Support Vector Machine akan efektif
apabila memiliki dataset yang bersih. Perlu menambah dataset untuk video yang
berasal dari kanal Youtube “Vidio”. Membutuhkan filter lebih mendalam terhadap
komentar spam atau komentar yang tidak berhubungan dengan sepakbola. Lebih
baik menggunakan dataset bahasa Inggris dalam penelitian analisis sentimen ini.","2023-08-18","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22046","22","archive","12",,,"disk0/00/02/20/46","2023-10-26 07:37:06","2023-10-26 07:37:18","2023-10-26 07:37:06","thesis",,,"show",,,,"","","","","","","","","","",,,,"Ahmad","Fiki Fadilah","","","16.11.0157","","Kurniawan","Mei P","","","Universitas AMIKOM Yogyakarta","PEMBUATAN VIDEO MOTION GRAPHIC PEMBELAJARAN TATA SURYA UNTUK SISWA KELAS 6 SEKOLAH DASAR MENGGUNAKAN ADOBE AFTER EFFECT","pub","000.000.005","if","restricted",,,"Media pembelajaran, Adobe After Effects, Premier Pro, Adobe Illustrator, Motion graphic",,"Motion graphic merupakan kumpulan beberapa infographic dalam bentuk
footage atau animasi sehingga tercipta sebuah pergerakan/ilusi yang dinamis.
sebuah iklan memiliki peran penting untuk mempromosikan produk kepada
konsumen atau pelanggan. Terutama dalam bentuk video iklan yang
menghadirkan dalam bentuk visual dan audio. 
SDN Gondang 1 masih menggunakan media pembelajaran secara lisan
dengan menerangkan langsung kepada murid mengenai mata pelajaran tata surya.
Untuk memberikan suasana belajar mengajar yang lebih menarik dan lebih
maksimal perlu dilengkapi dengan cara pembelajaran dengan menggunakan
media pembelajaran dalam bentuk video. 
Pembuatan media pembelajaran tentang tata surya ini dibuat dengan
menggunakan software Adobe After Effect, Adobe Illustrator, dan Premier Pro.
Media pembelajaran tersebut disajikan dengan durasi 4 menit 17 detik dengan
mengunakan Teknik Motion Graphic serta dengan menggabungkan beberapa
prinsip prinsip animasi.","2023-06-22","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22131","24","archive","12",,,"disk0/00/02/21/31","2023-10-27 07:39:52","2023-10-27 07:39:52","2023-10-27 07:39:52","thesis",,,"show",,,,"","","","","","","","","","",,,,"Ahsan","Ali Amarul","","","17.11.1694","","Purwanto","Agus","","","Universitas AMIKOM Yogyakarta","PEMBUATAN VIDEO ENTERTAINMENT BOIM 2021 BERJUDUL “KUKIRA KAU RUMAH” DENGAN TEKNIK PLANAR TRACKING","pub","696","if","restricted",,,"Planar Tracking, Video Entertainment, BOIM",,"BOIM “Battle Of Indie Multimedia” adalah agenda tahunan yang 
diselenggarakan oleh asisten praktikum rumpun multimedia di Universitas
Amikom Yogyakarta. Tujuan diadakannya acara ini adalah sebagai wadah untuk
mengapresiasi karya-karya mahasiswa Universitas Amikom Yogyakarta yang
berminat dibidang multimedia . Pada tahun 2021, BOIM mengusung tema “Turn
Obstacles Into Miracle”. Berdasarkan tema tersebut, dibutuhkan sajian video
konten pengantar yang harus menggambarkan bagaimana mengubah hambatan
menjadi sebuah keajaiban, yang dimana pada acara ini diselingi dengan Video
Entertainment. 
 
Metode yang digunakan untuk pembuatan penelitian ini adalah 
pengumpulan data yang dilakukan dengan menggunakan wawancara dan observasi,
analisis yang meliputi kebutuhan fungsional dan non fungsional, perancangan yang
meliputi pra produksi, produksi, dan pasca produksi, serta testing yang dilakukan
dengan metode alpha testing. 
 
Dari hasil uji kebutuhan visual dengan menggunakan Teknik planar tracking 
didapatkan bahwa semua poin kebutuhan visual telah terpenuhi.","2023-08-02","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22361","24","archive","12",,,"disk0/00/02/23/61","2023-11-01 02:33:45","2023-11-01 02:33:45","2023-11-01 02:33:45","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aidin","Ahmad Salsam Nuzulul","","","17.11.1263","","Masruro","Ahlihi","","","Universitas AMIKOM Yogyakarta","ANALISA ALGORITMA JPEG (JOINT PHOTOGRAPHIC EXPERT GROUP) PADA PERFORMA WEBSITE","pub","000.000.005","if","restricted",,,"Algoritma JPEG, Performa Website, Rasio Kompresi, PSNR",,"Kemajuan teknologi yang pesat telah menyebabkan pertumbuhan data dan
informasi yang eksponensial, yang memerlukan penyimpanan dan transmisi yang
lebih efisien. Website, sebagai media penyedia informasi, juga terpengaruh oleh
pertumbuhan ini, mengakibatkan waktu loading yang lebih lama dan penurunan
performa. Dalam konteks ini, algoritma JPEG (Joint Photographic Experts Group)
memainkan peran penting dalam mengoptimalkan performa website melalui
kompresi gambar. Penelitian ini bertujuan untuk mengeksplorasi efek penggunaan
algoritma JPEG terhadap performa website dengan variasi kualitas kompresi dari
65 hingga 80. Masalah yang dihadapi adalah lambatnya loading halaman web
karena ukuran file gambar yang besar. Algoritma JPEG diharapkan dapat mengatasi
masalah ini dan meningkatkan performa website. Hasil penelitian menunjukkan
bahwa penggunaan algoritma JPEG secara signifikan meningkatkan kecepatan
loading web dengan rasio kompresi berkisar antara 1,60% hingga 4,27%.
Ditemukan pula tingkat kualitas kompresi yang optimal untuk mencapai
keseimbangan antara ukuran file dan kualitas visual pada halaman web, yang diukur
menggunakan metode PSNR. Hasil penelitian ini dapat membantu pengembang
web dalam memilih tingkat kualitas kompresi yang tepat untuk meningkatkan
performa website dan memberikan pengalaman pengguna yang lebih baik dengan
waktu loading yang lebih singkat dan kualitas visual yang memadai. Kata kunci:
algoritma JPEG, performa website, waktu loading, rasio kompresi, pengalaman
pengguna, kualitas kompresi, PSNR.","2023-08-04","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22432","25","archive","12",,,"disk0/00/02/24/32","2023-11-01 07:02:55","2023-11-01 07:02:55","2023-11-01 07:02:55","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aji","Osvaldo Kefas Muft","","","17.11.0937","","Kusnawi","Kusnawi","","","Universitas AMIKOM Yogyakarta","PERBANDINGAN PERFORMA SQL DAN NOSQL DENGAN BIG DATA","pub","000.000.005","if","restricted",,,"SQL , NoSQL, Database, BigData, MongoDb, Mysql",,"Basis data relasional telah ada sejak lama, dan basis data spasial telah 
memanfaatkan fitur ini selama hampir dua dekade. Masa lalu baru-baru ini telah
melihat pengembangan database non-relasional NoSQL, yang sekarang diadopsi
untuk penyimpanan dan penanganan objek spasial juga. Selain itu, hal ini
mendapatkan landasan dalam konteks peningkatan pergeseran ke Layanan Web
Geospasial pada platform Web dan seluler terutama di layanan yang berpusat pada
pengguna, di mana ada kebutuhan untuk meningkatkan waktu respons kueri.
Makalah ini mencoba untuk mengevaluasi kinerja database NoSQL 'MongoDB'
yang ada dengan fungsi spasial bawaannya dengan database SQL dengan ekstensi
spasial 'PostGIS' untuk dua masalah spasial mendasar — masalah perpotongan garis
dan masalah penahanan titik, di berbagai kumpulan data , dengan jumlah fitur yang
bervariasi. Mengingat hasil ini, database NoSQL mungkin lebih cocok untuk
sistem kueri multi-pengguna secara simultan termasuk Web-GIS dan mobile-GIS.
Studi lebih lanjut diperlukan untuk memahami potensi penuh database NoSQL di
berbagai geometri dan jenis kueri spasial.","2023-07-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20186","23","archive","12",,,"disk0/00/02/01/86","2023-07-08 02:45:20","2023-07-08 02:45:20","2023-07-08 02:45:20","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aji","Refan Krismono","","","17.11.1661","","Ariatmanto","Dhani","","","Universitas AMIKOM Yogyakarta","PERANCANGAN MEDIA INFORMASI TENTANG POLA KONSUMSI KOPI UNTUK PENCEGAHAN PENYAKIT ASAM LAMBUNG (GERD) DENGAN MENGGUNAKAN VIDEO MOTION GRAPHIC","pub","696","if","restricted",,,"Media informasi, Motion graphic, Gerd, Konsumsi kopi",,"Media informasi saat ini telah mengalami perkembangan yang sangat pesat
seiring dengan berkembangnya teknologi. Media informasi kini menjadi kebutuhan
yang sangat penting dan sangat diperlukan oleh manusia. seiring dengan perkembangan
teknologi komputer akan digunakan sebagai metode penyampaian informasi video
interaktif. Salah satunya adalah penyampaian informasi kesehatan tentang pola
konsumsi kopi untuk pencegahan penyakit asam lambung (GERD)
Penelitian ini menggunakan metode Pra produksi, Produksi, Pasca peoduksi,
Pengembangan metode multimedia ini terdiri dari pengonsepan, perancangan,
pengumpulan bahan, pembuatan, pengujian, dan pendistribusian. Beberapa perangkat
lunak yang akan digunakan dalam penelitian ini adalah Adobe Illustrator, Adobe
Photoshop, Adobe Audition, Adobe After Effects, Adobe Media Encoder, Dalam akhir
penelitian akan dilakukan analisis terhadap kelayakan elemen - elemen visual pada
motion grafik ini sendiri antara lain : tipografi, komposisi, warna, style frame, audio
visual dan juga elemen-elemen grafis lainnya menggunakan Alpha dan Beta Test. Hal
ini dilakukan agar tampilan grafik gerak di media informasi pola konsumsi kopi untuk
pencegahan penyakit asam lambung (GERD) dengan menggunakan video motion
graphic dapat menyampaikan informasi yang benar, jelas, dan dapat dipahami
masyarakat.  
Video media informasi pola konsumsi kopi untuk pencegahan penyakit asam
lambung (GERD) dengan menggunakan video motion graphic yang dihasilkan
berdurasi 3 menit 30 detik dengan format file berupa mp4. Dalam pengujian alpha
didapatkan presentase penilaian 80% dari aspek proporsi ukuran objek, proporsi
positioning/tata letak objek, kesesuaian gerakan objek pada animasi, tempo gerakan
objek, frame rate/kehalusan gerakan objek, tone warna background, sudut pandang
objek, ukuran font, jenis font, musik, sound effects, kejelasan narasi, dan dapat
dikategorikan “Layak”. Sedangkan dalam pengujian beta mendapatkan presentase
penilaian 82,37% dan dapat dikategorikan “Sangat Layak”.","2023-05-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
